INCIDENT_CAUSE,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,INITIAL_ODOMETER,LOW_MILEAGE_USE,COMMUTE_DISCOUNT,EXCESSIVE_CLAIM_AMOUNT
2,3,263227.5,2017-11-21,11/28/17,0,3,41.98311718,-87.71380491,1160,0,10/11/16,10/11/17,2006,Chevrolet,Suburban,259464,0,0,0
2,3,152413.6,2016-02-02,2/14/16,0,1,41.89013841,-87.64746053,1320,0,7/5/15,7/4/16,2009,Subaru,Outback,141036,0,0,0
3,1,355472.1,2017-07-14,7/19/17,1,6,41.83517168,-87.72437508,35310,1,10/12/16,10/12/17,2002,Honda,Accord,353844,0,0,1
5,3,243612.7,2016-08-10,8/19/16,0,1,41.73620947,-87.62430552,1564,0,1/17/15,1/17/16,2003,Hyundai,Elantra,237588,0,1,0
4,3,188369.1,2018-11-06,11/7/18,0,2,41.86856093,-87.74469001,1000,0,8/1/17,8/1/18,2010,Mazda,3,180720,0,0,0
4,1,178747.8,2016-02-27,3/1/16,0,5,41.89285372,-87.64993049,2150.5,1,11/10/15,11/9/16,2008,Chevrolet,Camaro,167712,0,0,0
5,1,198888.3,2018-03-05,3/8/18,1,1,41.74991628,-87.70355152,37040,1,10/2/17,10/2/18,2009,Dodge,Grand Caravan,188592,0,0,1
2,1,131847.5,2018-05-20,5/24/18,0,1,41.67402888,-87.64192827,2080,1,9/6/17,9/6/18,2012,Honda,HR-V,124560,0,0,0
5,3,139813.3,2018-03-10,3/24/18,1,1,41.77625767,-87.66886506,2800,0,6/9/17,6/9/18,2011,Hyundai,Sonata,129948,0,0,0
5,3,367693.7,2017-10-16,10/30/17,0,1,41.91098174,-87.65120931,2380.5,0,6/6/16,6/6/17,2000,Chevrolet,Suburban,364860,0,0,0
5,1,68988.4,2016-07-11,7/16/16,1,1,41.75826841,-87.61845149,18670,1,8/4/15,8/3/16,2013,Chevrolet,Malibu,58464,0,0,1
5,1,275115.8,2018-07-03,7/5/18,0,5,41.73620947,-87.62430552,2220,1,10/18/17,10/18/18,2005,Chevrolet,Silverado,267852,0,0,0
5,1,52166.8,2017-05-25,6/5/17,1,3,41.79218151,-87.65982669,47610,1,6/24/16,6/24/17,2015,Subaru,Outback,40992,0,0,1
2,3,171404.1,2018-03-16,3/29/18,1,2,41.99036292,-87.67454748,1621.5,0,2/19/17,2/19/18,2011,Hyundai,Elantra,161280,0,0,0
5,1,88306.4,2018-07-31,8/11/18,0,1,41.87365926,-87.6243595,24080,1,8/2/17,8/2/18,2014,Mercedes,GLC,74892,0,0,1
1,1,361950.9,2016-07-11,7/15/16,1,1,41.77516569,-87.59599977,23740,1,7/12/15,7/11/16,2000,Ford,Focus,353856,0,0,1
2,3,48801.2,2018-06-01,6/11/18,1,1,41.91289072,-87.79260968,2090,0,9/25/17,9/25/18,2016,Toyota,Sienna,45624,0,0,0
1,3,296797.2,2016-05-06,5/20/16,1,5,41.93924404,-87.67577282,2170,0,1/4/15,1/4/16,2003,Toyota,4Runner,283452,0,0,0
4,3,258563,2016-03-14,3/22/16,1,1,41.94590518,-87.77418877,1805.5,0,3/19/15,3/18/16,2003,Volkswagen,Jetta,254124,0,0,0
5,1,25294.8,2016-09-06,9/18/16,1,1,41.96811604,-87.78209666,37740,1,8/14/15,8/13/16,2015,GMC,Sierra,20772,0,0,1
2,3,43920.2,2018-01-27,1/29/18,0,1,41.81115379,-87.61649149,2420,0,2/3/17,2/3/18,2016,Ford,Fusion,42072,0,1,0
5,1,74436.7,2017-04-16,4/30/17,1,1,41.89229086,-87.63312249,27350,1,6/22/16,6/22/17,2014,Hyundai,Tucson,66108,0,0,1
2,3,148503.3,2018-01-10,1/17/18,0,1,41.85242413,-87.63599569,2090,0,7/9/17,7/9/18,2011,Hyundai,Sonata,139848,0,0,0
5,1,83243.8,2016-02-23,3/5/16,1,1,41.88401218,-87.70143648,36350,1,9/25/15,9/24/16,2012,Hyundai,Sonata,80400,0,0,1
1,3,196767.1,2017-04-20,5/2/17,0,1,41.73973348,-87.60476327,1630,0,11/7/16,11/7/17,2009,Toyota,4Runner,188328,0,0,0
5,3,257087.9,2018-09-19,9/19/18,0,1,41.78884436,-87.64272663,2770,0,8/25/17,8/25/18,2005,Honda,CR-V,242808,0,0,0
1,1,159869.1,2016-06-16,6/28/16,1,1,41.8917892,-87.62782911,36810,1,7/20/15,7/19/16,2009,Toyota,Corolla,152292,0,0,1
5,3,273962.8,2018-05-02,5/9/18,0,1,41.82898408,-87.67971509,3139.5,0,1/15/17,1/15/18,2006,Hyundai,Elantra,264792,0,0,0
5,1,185569.9,2016-03-30,4/3/16,1,1,41.8845142,-87.66704209,20720,1,10/18/15,10/17/16,2007,Volkswagen,Jetta,183168,0,0,1
4,3,124611.6,2018-08-23,8/28/18,1,1,41.8229746,-87.6903884,2104.5,0,9/20/17,9/20/18,2013,Ford,Explorer,115764,0,0,0
1,3,251407.5,2018-06-11,6/22/18,0,1,41.69184461,-87.68668856,1880,0,9/25/17,9/25/18,2007,Chrysler,Pacifica,249156,0,0,0
5,3,180931.1,2018-08-04,8/12/18,0,1,41.88199,-87.62509838,1790,0,1/8/17,1/8/18,2010,Chrysler,Pacifica,173988,0,0,0
5,1,152029.1,2016-05-01,5/11/16,1,3,41.85228349,-87.67596643,29480,1,7/2/15,7/1/16,2010,Toyota,Camry,139320,0,0,1
5,4,533638.3,2018-12-22,1/4/19,0,1,41.81233708,-87.665107,20999,1,11/8/17,11/8/18,1994,Ford,F-150,521268,0,0,1
4,3,100138.7,2017-05-26,5/31/17,0,3,41.87406011,-87.66838474,3346.5,0,11/10/16,11/10/17,2013,Ford,F-150,92928,0,0,0
1,3,252003.8,2016-12-21,12/30/16,1,1,41.95048995,-87.66909654,2320,0,10/20/15,10/19/16,2005,Chevrolet,Traverse,249744,0,0,0
4,3,48422.8,2016-08-02,8/9/16,0,1,41.85180997,-87.66616697,2710,0,11/6/15,11/5/16,2014,Dodge,Journey,43848,0,0,0
3,1,125429.6,2016-07-23,8/3/16,0,1,41.69028809,-87.66469388,37400,1,1/25/15,1/25/16,2011,Toyota,Tundra,116040,0,0,1
5,1,86725.1,2017-02-12,2/20/17,1,2,41.79522214,-87.76631287,18140,1,11/27/16,11/27/17,2008,Kia,Sportage,85530,1,0,1
1,1,100706.7,2017-01-01,1/2/17,0,4,41.96879509,-87.66734813,22000,1,3/23/16,3/23/17,2013,Dodge,Challenger,91056,0,0,1
5,1,236301.9,2016-10-29,10/30/16,1,1,41.74314692,-87.6257615,17230,1,10/28/15,10/27/16,2005,Jeep,Cherokee,230868,0,0,1
3,1,222855.6,2016-07-22,8/3/16,1,1,41.78073244,-87.586371,19400,1,10/20/15,10/19/16,2007,Honda,Pilot,211896,0,0,1
3,3,38011,2017-06-25,6/29/17,1,1,41.81309531,-87.59106821,1770,0,1/3/16,1/2/17,2014,Subaru,Impreza,27324,1,0,0
1,1,166104.1,2018-03-23,4/5/18,1,1,41.9242203,-87.75594985,14690,1,11/8/17,11/8/18,2011,Volkswagen,Jetta,155652,0,0,1
4,3,73170.2,2016-02-22,3/6/16,0,1,41.86626526,-87.7263306,2955.5,0,3/21/15,3/20/16,2013,Toyota,Prius,67860,0,0,0
5,1,540320.6,2016-03-07,3/19/16,1,3,41.93729858,-87.63415188,27002,1,5/27/15,5/26/16,1991,Mazda,CX-5,534000,0,0,1
1,3,228257.5,2016-09-29,10/2/16,0,2,41.87783674,-87.64729714,2668,0,7/15/15,7/14/16,2007,Ford,F-150,213948,0,0,0
3,1,191407,2017-09-04,9/6/17,1,1,41.72020823,-87.62355234,29060,1,5/15/16,5/15/17,2008,Honda,Odyssey,187656,0,0,1
5,1,241522.6,2016-08-08,8/8/16,1,1,41.88664694,-87.63381129,41430,1,7/28/15,7/27/16,2004,Ford,Mustang,228528,0,0,1
2,3,233363,2016-06-09,6/18/16,1,1,41.8387788,-87.72920272,2290,0,10/15/15,10/14/16,2004,Volkswagen,Jetta,220896,0,0,0
4,1,79422.1,2017-11-16,11/17/17,1,1,41.99723729,-87.71179778,34460,1,8/16/16,8/16/17,2013,Ford,Mustang,78768,0,0,1
5,3,298429.9,2018-09-08,9/13/18,1,1,41.98324207,-87.69665302,16680,0,2/3/17,2/3/18,2005,Jeep,Cherokee,284868,0,0,1
3,3,236866.5,2016-07-28,8/7/16,0,1,41.73470702,-87.59735992,1780,0,10/4/15,10/3/16,2004,Hyundai,Elantra,226944,0,1,0
2,3,121593.2,2016-12-04,12/17/16,1,2,41.93859158,-87.75656533,2610,0,11/27/15,11/26/16,2011,Subaru,Outback,108840,0,0,0
3,1,235540.4,2017-01-30,2/13/17,0,2,41.76426012,-87.70784676,39280,1,8/2/16,8/2/17,2007,Ford,Explorer,227124,0,0,1
2,1,142461.8,2017-12-02,12/6/17,0,2,41.73835086,-87.64152725,38870,1,6/10/16,6/10/17,2010,Honda,Civic,130500,0,0,1
3,1,239634.5,2016-07-26,8/1/16,1,1,41.92402594,-87.75410892,16830,1,10/5/15,10/4/16,2003,Chevrolet,Traverse,234156,0,0,1
5,3,183229.7,2018-05-08,5/16/18,1,1,41.76915305,-87.66378819,2800,0,6/5/17,6/5/18,2009,Chrysler,Pacifica,182640,0,0,0
3,1,229070,2017-04-06,4/13/17,1,1,41.84625846,-87.64871182,35800,1,1/27/16,1/26/17,2008,Chevrolet,Cruze,215460,0,0,1
1,1,94602.9,2018-10-08,10/14/18,0,1,41.82398325,-87.61685389,23940,1,8/10/17,8/10/18,2014,Nissan,Frontier,81816,0,0,1
2,3,144295.6,2017-04-08,4/10/17,1,1,41.82008034,-87.59749453,2219.5,0,7/17/16,7/17/17,2010,Lexus,ES,138468,0,0,0
4,3,209783.2,2018-09-08,9/22/18,0,2,42.00239221,-87.66549591,1530,0,8/5/17,8/5/18,2009,Subaru,Forester,196572,0,0,0
5,3,191420.6,2018-11-25,12/4/18,0,1,41.88005568,-87.76983832,2265.5,0,2/19/17,2/19/18,2000,Toyota,4Runner,181068,1,0,0
2,3,157533,2016-05-04,5/6/16,0,1,41.9673272,-87.73878547,1150,0,5/4/15,5/3/16,1999,Acura,MDX,154428,1,0,0
2,3,53994.6,2016-08-27,9/10/16,0,1,41.76779096,-87.58651632,3116.5,0,9/7/15,9/6/16,2014,Ford,Explorer,40152,0,0,0
1,1,109315.9,2018-11-05,11/9/18,1,1,41.77955028,-87.65091605,29480,1,2/27/17,2/27/18,2013,Nissan,Maxima,104556,0,0,1
5,1,202565.5,2017-04-12,4/17/17,0,4,41.97864097,-87.68940456,31498.5,1,5/11/16,5/11/17,2009,Kia,Sorento,187776,0,1,1
5,3,328283.3,2016-03-07,3/9/16,0,1,41.83111177,-87.60627454,1520,0,5/6/15,5/5/16,2002,Acura,MDX,325752,0,0,0
3,1,140781.9,2016-07-17,7/29/16,1,2,41.77144058,-87.71536939,30530,1,3/23/15,3/22/16,2010,Kia,Soul,133416,0,0,1
1,3,214648.9,2018-05-11,5/25/18,0,2,41.95373705,-87.72776661,2500,0,4/11/17,4/11/18,2008,Jeep,Compass,200640,0,0,0
1,1,55784.7,2018-01-12,1/25/18,1,1,41.76302237,-87.58639016,28060,1,9/27/17,9/27/18,2016,Toyota,4Runner,41016,0,0,1
5,3,236191.9,2017-10-06,10/7/17,0,1,42.00234978,-87.80688817,2120,0,11/24/16,11/24/17,2007,Nissan,Rogue,229092,0,0,0
5,1,161083.6,2018-01-30,1/30/18,0,1,41.91267256,-87.78502988,16940,1,9/3/17,9/3/18,2011,Jeep,Renegade,153420,0,0,1
4,3,106086.3,2016-02-04,2/17/16,1,1,41.9276439,-87.77249351,1265,0,5/19/15,5/18/16,2011,Mazda,CX-5,101340,0,0,0
1,1,134502.7,2018-06-20,7/3/18,1,1,41.7567361,-87.59307096,28950,1,2/1/17,2/1/18,2012,Buick,Enclave,133704,0,0,1
2,3,227350,2016-09-30,10/4/16,0,4,41.72586851,-87.5862812,3231.5,0,6/10/15,6/9/16,2004,Toyota,Highlander,225504,0,0,0
3,1,77144.3,2017-06-06,6/20/17,1,1,41.87576697,-87.70584763,26610,1,8/18/16,8/18/17,2014,Volkswagen,Jetta,70344,0,0,1
2,3,325712.6,2017-06-12,6/14/17,1,1,41.82384964,-87.61278314,2392,0,11/12/16,11/12/17,2003,Dodge,Charger,312312,0,0,0
1,1,72316.7,2018-04-08,4/17/18,0,1,41.81667976,-87.61964792,37524.5,1,11/12/17,11/12/18,2015,Ford,Transit,61920,0,0,1
3,1,256319.4,2017-09-03,9/11/17,1,2,41.71762873,-87.53663823,24050,1,11/23/16,11/23/17,2005,Kia,Optima,251820,0,0,1
1,3,120262.4,2018-05-23,5/30/18,0,1,41.89295527,-87.63248142,1040,0,9/16/17,9/16/18,2013,Toyota,Tacoma,112716,0,0,0
3,1,101236.8,2016-04-11,4/17/16,0,2,41.70856168,-87.65153484,14260,1,6/10/15,6/9/16,2012,Dodge,Durango,95664,0,0,1
5,1,324650.5,2018-11-12,11/21/18,1,1,41.92991268,-87.71699301,31901,1,9/9/17,9/9/18,2004,Jeep,Wrangler,318864,0,0,1
5,3,257612.3,2016-12-16,12/24/16,0,2,41.74062079,-87.70229118,2564.5,0,3/28/15,3/27/16,2004,Volkswagen,Tiguan,249984,0,0,0
1,1,64495.4,2017-01-02,1/5/17,0,1,41.87965463,-87.62492998,38640,1,11/19/16,11/19/17,2014,Toyota,Camry,61224,0,0,1
1,3,79607.8,2016-04-16,4/30/16,0,3,41.87569888,-87.63243633,2340,0,7/6/15,7/5/16,2012,GMC,Sierra,77856,0,0,0
1,3,373050.5,2016-04-01,4/2/16,0,2,41.89245291,-87.62249083,2750,0,5/18/15,5/17/16,1999,Honda,Odyssey,366996,0,0,0
1,1,213476,2016-01-05,1/11/16,0,2,41.76414648,-87.57948196,40135,1,8/10/15,8/9/16,2006,Volkswagen,Golf,208920,0,0,1
5,3,63029.7,2017-07-01,7/6/17,0,1,41.70807305,-87.57386257,2270,0,9/8/16,9/8/17,2014,Dodge,Ram,57960,0,0,0
2,1,199029.6,2016-03-26,3/27/16,1,1,41.87459003,-87.63370419,24900,1,4/26/15,4/25/16,2008,Toyota,Rav-4,186432,0,0,1
3,1,158172.7,2018-01-09,1/19/18,0,1,41.8377949,-87.68514875,33190,1,9/4/17,9/4/18,2011,BMW,X5,153120,0,0,1
3,3,132879.7,2018-08-02,8/4/18,0,1,41.76427403,-87.71755949,2720,0,1/5/17,1/5/18,2012,Ford,Mustang,126360,0,0,0
3,1,273889.2,2016-05-21,5/25/16,0,1,41.8225154,-87.70431578,23760,1,8/15/15,8/14/16,2004,Kia,Sorento,270144,0,0,1
1,3,79825.2,2018-05-13,5/22/18,0,1,41.97587216,-87.70676976,2470,0,1/1/17,1/1/18,2010,Subaru,XV Crosstrek,75132,1,0,0
2,3,159277.6,2017-11-24,12/1/17,0,1,41.98632388,-87.83672801,2960,0,4/8/16,4/8/17,2010,Honda,Civic,145824,0,0,0
2,3,60886.6,2017-12-09,12/22/17,1,1,41.73469613,-87.55399069,2010,0,7/5/16,7/5/17,2014,Buick,Encore,59220,0,0,0
1,1,83893,2016-04-19,4/19/16,1,1,41.87573461,-87.62943912,37800,1,7/23/15,7/22/16,2009,Nissan,Rogue,72198,1,0,1
3,3,167660.2,2016-03-22,3/25/16,1,1,41.76037203,-87.59812736,1600,0,5/13/15,5/12/16,2007,Honda,Odyssey,162648,0,1,0
5,3,84397.2,2017-01-10,1/24/17,0,2,41.83546116,-87.66554052,1920,0,9/20/16,9/20/17,2013,Subaru,Forester,73584,0,0,0
1,3,119353.4,2018-08-05,8/14/18,1,1,41.90914771,-87.66779606,1630,0,1/27/17,1/27/18,2013,Toyota,Sienna,105120,0,0,0
2,3,143005.4,2018-04-19,4/21/18,0,1,41.87126862,-87.68628838,1700,0,10/6/17,10/6/18,2011,Chevrolet,Tahoe,137724,0,0,0
5,1,150226.5,2016-04-06,4/15/16,1,2,41.97450652,-87.81216064,20080,1,9/7/15,9/6/16,2009,Toyota,Corolla,139104,0,0,1
2,1,223339.9,2016-10-10,10/17/16,0,1,42.00112812,-87.69837014,31380,1,3/7/15,3/6/16,2007,Jeep,Cherokee,210276,0,0,1
5,1,55402.8,2017-12-21,1/4/18,1,3,41.90376152,-87.63330696,17370,1,7/4/16,7/4/17,2015,Nissan,Murano,45864,0,0,1
2,1,21748.3,2016-06-10,6/23/16,0,5,41.73648943,-87.73964039,2162,1,8/13/15,8/12/16,2014,Chevrolet,Silverado,20184,1,0,0
1,3,305149.4,2018-03-07,3/14/18,0,1,41.85781348,-87.7250758,2930,0,7/12/17,7/12/18,2004,Volkswagen,Tiguan,303600,0,0,0
1,1,107735.2,2018-07-22,8/5/18,0,2,41.70784496,-87.58893873,30890,1,2/20/17,2/20/18,2013,Chevrolet,Impala,99996,0,0,1
4,3,153103.6,2017-02-11,2/18/17,1,1,41.95236835,-87.76501482,1710,0,1/3/16,1/2/17,2010,Ford,Explorer,144852,0,0,0
3,1,172983.5,2017-02-14,2/25/17,0,1,41.83098515,-87.61948415,36500,1,5/8/16,5/8/17,2008,Jeep,Cherokee,162864,0,0,1
5,3,237895.8,2018-03-11,3/22/18,0,3,41.89665988,-87.62175524,1900,0,11/5/17,11/5/18,2008,Chevrolet,Impala,232500,0,0,0
4,1,44897.9,2016-02-27,3/12/16,0,1,41.83867641,-87.72067486,2440,1,4/14/15,4/13/16,2014,Ford,Fusion,39744,0,0,0
1,1,158607.4,2018-06-18,6/29/18,1,1,41.77340754,-87.58993668,2691,1,9/24/17,9/24/18,2010,Ford,Explorer,156096,0,0,0
1,3,118168.5,2016-07-30,8/10/16,0,3,41.80854224,-87.6845482,2320,0,5/6/15,5/5/16,2011,Honda,Civic,114420,0,0,0
3,1,68704.6,2018-01-19,1/24/18,0,1,41.90094776,-87.62364501,19297,1,9/26/17,9/26/18,2015,Kia,Sportage,62316,0,0,1
4,3,185866,2017-02-26,3/5/17,0,1,42.01031381,-87.6626076,1380,0,6/9/16,6/9/17,2007,Subaru,Impreza,182652,0,0,0
2,3,119458.8,2018-03-27,4/8/18,0,1,41.76897485,-87.62962809,1700,0,11/12/17,11/12/18,2013,Nissan,Titan,108180,0,0,0
1,3,74995.3,2016-02-14,2/26/16,0,3,41.75826841,-87.61845149,2460,0,4/13/15,4/12/16,2009,Chevrolet,Equinox,63546,1,0,0
2,3,171071,2017-03-11,3/18/17,0,1,41.75032239,-87.64418241,1980,0,6/7/16,6/7/17,2009,Mazda,3,169308,0,0,0
5,1,215849.8,2017-09-10,9/24/17,1,1,41.88994002,-87.62894827,22850,1,10/11/16,10/11/17,2007,Honda,Accord,209208,0,0,1
4,2,76673.1,2018-12-24,12/29/18,0,1,41.75176155,-87.55304319,1430,0,6/14/17,6/14/18,2015,Chevrolet,Tahoe,68952,0,0,0
2,3,301696.3,2016-08-11,8/20/16,1,1,41.89652094,-87.66255876,1210,0,10/3/15,10/2/16,2003,Nissan,Frontier,300612,0,0,0
1,3,248741.5,2018-04-08,4/19/18,0,1,41.94510868,-87.80927225,2323,0,5/2/17,5/2/18,2007,Jeep,Renegade,246708,0,0,0
3,1,154152,2018-11-08,11/16/18,1,4,41.88204398,-87.62451104,3358,1,10/6/17,10/6/18,2011,Ford,F-150,144048,0,0,0
3,3,220457.7,2017-04-21,5/5/17,1,1,41.89904837,-87.73105635,1370,0,10/15/16,10/15/17,2007,Nissan,Frontier,207096,0,0,0
1,1,104558.3,2017-07-20,7/28/17,1,1,41.74957266,-87.604689,30500,1,1/4/16,1/3/17,2013,Toyota,Corolla,93060,0,0,1
3,1,264172.3,2018-05-24,5/30/18,0,1,41.75592679,-87.65402522,44033.5,1,11/3/17,11/3/18,2007,Kia,Sorento,257328,0,0,1
3,1,234847.1,2018-04-16,4/19/18,0,1,41.77308031,-87.61539262,20350,1,6/5/17,6/5/18,2007,Hyundai,Elantra,222948,0,0,1
2,3,95876.1,2017-02-12,2/22/17,0,1,41.88780313,-87.62082503,1910,0,8/17/16,8/17/17,2013,Jeep,Cherokee,87744,0,0,0
3,3,107207.5,2016-09-12,9/17/16,0,1,41.87684496,-87.64233852,15240,0,8/26/15,8/25/16,2006,Toyota,Camry,103440,1,1,1
5,3,403567.7,2017-10-10,10/22/17,1,1,41.89235392,-87.6476793,2670,0,9/16/16,9/16/17,2000,Nissan,Rogue,397200,0,0,0
2,3,190876.2,2018-04-15,4/24/18,1,1,41.99804374,-87.67516301,3231.5,0,9/24/17,9/24/18,2009,Ford,F-150,187596,0,0,0
1,1,66391.6,2018-03-08,3/18/18,0,1,41.77756069,-87.66431375,17670,1,3/20/17,3/20/18,2015,BMW,3 series,55692,0,0,1
5,4,161025.1,2018-12-26,12/29/18,1,1,41.78031988,-87.61722656,16700,1,7/3/17,7/3/18,2011,Chevrolet,Trax,153588,0,0,1
2,1,94018.6,2016-05-17,5/22/16,1,3,41.77263463,-87.62527215,33490,1,11/6/15,11/5/16,2007,Dodge,Ram,85968,1,0,1
5,3,218346.9,2018-10-16,10/25/18,0,1,41.86920049,-87.68867452,1260,0,6/23/17,6/23/18,2007,Honda,Accord,215196,0,0,0
5,3,229966.5,2017-07-10,7/12/17,0,1,41.92440234,-87.74231826,17800,0,4/22/16,4/22/17,2006,Ford,Fusion,223356,0,0,1
5,1,141358.4,2018-07-22,7/25/18,1,1,41.69116002,-87.7200924,30060,1,10/17/17,10/17/18,2011,Nissan,Pathfinder,139740,0,0,1
3,1,252556.3,2018-04-24,5/2/18,0,4,41.8761276,-87.70123322,36860,1,10/24/17,10/24/18,2006,Buick,Enclave,238920,0,0,1
1,2,86950.2,2018-12-05,12/9/18,0,1,41.97105686,-87.76983771,2320,0,2/24/17,2/24/18,2011,Dodge,Ram,76404,1,0,0
5,1,270520.2,2017-02-06,2/15/17,1,1,41.80742028,-87.7430013,19530,1,5/16/16,5/16/17,2003,Chevrolet,Equinox,266280,0,0,1
1,3,154829.1,2018-07-10,7/11/18,0,1,41.76571748,-87.62034964,1276.5,0,3/19/17,3/19/18,2010,Chevrolet,Impala,152856,0,0,0
5,1,99447.7,2017-04-24,4/30/17,1,1,41.83262451,-87.6168411,23851,1,9/3/16,9/3/17,2013,Ford,Edge,86112,0,0,1
2,3,133441.7,2017-12-30,1/13/18,1,4,41.75069565,-87.64774597,3312,0,11/27/16,11/27/17,2011,Nissan,Pathfinder,125304,0,0,0
2,3,58508.1,2017-01-23,1/31/17,0,1,42.01793231,-87.67586243,1500,0,5/14/16,5/14/17,2012,Honda,CR-V,51336,1,0,0
4,3,206129.6,2018-02-09,2/19/18,1,1,41.76224645,-87.5930962,2220,0,1/6/17,1/6/18,2009,Acura,RDX,199752,0,0,0
3,3,155926.9,2018-09-18,9/28/18,0,1,41.7567361,-87.59307096,2470,0,1/2/17,1/2/18,2004,Chevrolet,Camaro,142398,1,0,0
3,1,226719.9,2016-03-28,4/8/16,1,1,41.88670169,-87.64288024,25030,1,11/20/15,11/19/16,2006,Jeep,Grand Cherokee,219000,0,0,1
2,3,360871.4,2017-03-19,3/21/17,1,1,41.87821296,-87.63527874,1440,0,7/17/16,7/17/17,1998,Ford,Fusion,355680,0,0,0
2,3,127615.9,2016-06-18,6/26/16,1,1,41.75826841,-87.61845149,17721.5,0,5/12/15,5/11/16,2011,Ford,Edge,117480,0,0,1
5,3,206214.4,2018-07-29,8/11/18,1,2,41.68502626,-87.64229737,1880,0,7/3/17,7/3/18,2000,Acura,MDX,197970,1,0,0
1,1,320668.4,2018-03-15,3/20/18,0,1,41.81306812,-87.59152857,22540,1,4/2/17,4/2/18,2002,Audi,Q5,315960,0,0,1
1,1,302732.2,2017-09-01,9/6/17,0,1,41.79397729,-87.68421858,29530,1,6/5/16,6/5/17,2004,Honda,Civic,299676,0,0,1
3,3,128516,2017-06-15,6/24/17,0,4,41.9317334,-87.72298465,2852,0,5/17/16,5/17/17,2011,Nissan,Rogue,125100,0,0,0
3,3,260612,2017-10-26,10/29/17,1,3,41.79591839,-87.76178079,3139.5,0,1/27/16,1/26/17,2005,Toyota,Corolla,249636,0,0,0
5,4,103708.5,2018-12-01,12/6/18,1,1,41.74751005,-87.73271629,16460,1,2/25/17,2/25/18,2009,GMC,Terrain,93372,1,0,1
4,1,103846.1,2017-05-28,6/4/17,1,1,41.93878066,-87.74672581,19520,1,8/13/16,8/13/17,2012,GMC,Yukon,102960,0,0,1
5,1,244866.5,2018-03-11,3/23/18,1,1,41.85385894,-87.64667407,21600,1,10/26/17,10/26/18,2007,Toyota,Tundra,234048,0,0,1
2,3,248353.9,2016-11-02,11/12/16,0,1,41.89333774,-87.6312445,2520,0,9/25/15,9/24/16,2004,Honda,Civic,236592,0,0,0
5,3,112342.4,2018-05-17,5/28/18,1,1,41.85287169,-87.64056366,2310,0,8/21/17,8/21/18,2012,Mazda,CX-5,111024,0,0,0
4,3,272730.4,2018-06-17,6/28/18,0,1,41.76684152,-87.66378174,1480,0,3/17/17,3/17/18,2004,GMC,Yukon,272160,0,0,0
1,3,196278.8,2016-04-16,4/18/16,0,1,41.89668927,-87.61970125,2047,0,4/10/15,4/9/16,2006,Dodge,Ram,189840,0,0,0
1,3,171228.5,2016-01-14,1/26/16,0,1,41.78424899,-87.66205484,1265,0,6/24/15,6/23/16,2008,Kia,Soul,164448,0,0,0
4,3,294122.3,2016-08-18,8/19/16,0,1,41.78408266,-87.73641287,1960,0,7/4/15,7/3/16,2002,Chevrolet,Cruze,293328,0,0,0
5,3,217958.2,2016-04-19,4/30/16,1,3,41.83708346,-87.66649329,2323,0,5/25/15,5/24/16,2007,Acura,MDX,208008,0,0,0
2,3,150532.1,2017-10-03,10/12/17,0,1,41.88687599,-87.6355937,2790,0,2/25/16,2/24/17,2010,Chevrolet,Equinox,140676,0,0,0
3,3,70144.2,2017-11-17,11/23/17,0,1,41.90052524,-87.64295528,1600,0,3/14/16,3/14/17,2014,Chevrolet,Silverado,57228,0,0,0
4,3,182294.3,2017-03-28,3/29/17,1,3,41.79332128,-87.68398784,2415,0,1/4/16,1/3/17,2009,Ford,F-150,172224,0,0,0
2,3,294473,2018-01-13,1/18/18,0,1,41.78479174,-87.78829015,2000,0,8/25/17,8/25/18,2003,Honda,Accord,289080,0,0,0
2,1,519723.6,2018-07-01,7/9/18,0,1,41.9678444,-87.76089754,23450,1,10/19/17,10/19/18,1993,Honda,Accord,514896,0,0,1
3,1,64666.4,2017-03-09,3/19/17,1,1,41.77614221,-87.63868431,24667.5,1,10/7/16,10/7/17,2014,Nissan,Frontier,58524,0,0,1
3,1,114269.4,2016-03-11,3/25/16,1,1,41.85868668,-87.73458705,35830,1,3/5/15,3/4/16,2010,Chevrolet,Trax,108936,0,0,1
5,1,114749.6,2016-05-02,5/6/16,1,1,41.7632585,-87.57638437,27240,1,3/17/15,3/16/16,2011,Volkswagen,Jetta,101400,0,0,1
5,1,123371.2,2016-09-11,9/13/16,1,4,41.95385462,-87.70015089,14240,1,6/9/15,6/8/16,2011,Hyundai,Accent,112860,0,0,1
2,3,349616.6,2016-05-17,5/31/16,0,1,41.91794251,-87.66811346,2940,0,7/4/15,7/3/16,2000,Nissan,Rogue,347520,0,0,0
2,1,302545,2018-04-10,4/15/18,1,1,41.74640378,-87.68290721,20630,1,11/17/17,11/17/18,2003,Nissan,Sentra,288348,0,0,1
2,3,208819.8,2017-10-19,10/28/17,0,1,41.87930129,-87.63116779,1260,0,3/3/16,3/3/17,2008,Honda,Accord,201768,0,0,0
